date,scene_id,acquired_utc,polarisation,relative_orbit,orbit_state,platform,valid_share,water_cells,land_cells,water_median_db,water_p5_db,water_p95_db,land_median_db,land_contrast_db,passes_gates,reject_reason,role,season,target_day,offset_days,spread_db
2023-06-22,S1A_IW_GRDH_1SDH_20230622T100012_20230622T100041_049097_05E767_rtc,2023-06-22T10:00:27.258199Z,HH,25,descending,SENTINEL-1A,1.0,2528997,141891,-24.138,-27.559,-20.34,-10.76,13.378,1,,open_water,2023,2023-06-18,4,7.219
2024-06-04,S1A_IW_GRDH_1SDH_20240604T100014_20240604T100043_054172_069689_rtc,2024-06-04T10:00:29.347866Z,HH,25,descending,SENTINEL-1A,1.0,2528997,141891,-20.314,-25.165,-8.494,-10.954,9.36,1,,suspect,2024,2024-06-04,0,16.671
2024-06-06,S1A_IW_GRDH_1SDH_20240606T210437_20240606T210502_054208_0697CC_rtc,2024-06-06T21:04:50.378534Z,HH,61,ascending,SENTINEL-1A,0.0281,63427,11508,-18.498,-22.552,-8.112,-9.013,9.485,0,valid share 0.028 below 0.98,suspect,2024,2024-06-04,2,14.44
2024-03-12,S1A_IW_GRDH_1SDH_20240312T100034_20240312T100059_052947_0668CC_rtc,2024-03-12T10:00:47.394950Z,HH,25,descending,SENTINEL-1A,1.0,2528997,141891,-14.512,-20.422,-8.566,-11.71,2.802,1,,closed_ice,2024,2024-03-12,0,11.856
2024-03-14,S1A_IW_GRDH_1SDH_20240314T210437_20240314T210502_052983_0669FC_rtc,2024-03-14T21:04:49.765049Z,HH,61,ascending,SENTINEL-1A,0.0103,16992,10602,-14.947,-18.342,-11.4,-10.539,4.408,0,valid share 0.010 below 0.98,closed_ice,2024,2024-03-12,2,6.942
2024-03-16,S1A_IW_GRDH_1SDH_20240316T204818_20240316T204843_053012_066B11_rtc,2024-03-16T20:48:30.795793Z,HH,90,ascending,SENTINEL-1A,1.0,2528997,141891,-15.412,-19.433,-11.641,-10.479,4.933,1,,closed_ice,2024,2024-03-12,4,7.792
2024-03-12,S1A_IW_GRDH_1SDH_20240312T100034_20240312T100059_052947_0668CC_rtc,2024-03-12T10:00:47.394950Z,HH,25,descending,SENTINEL-1A,1.0,2528997,141891,-14.512,-20.422,-8.566,-11.71,2.802,1,,closed_ice,2024,2024-03-13,-1,11.856
2024-03-14,S1A_IW_GRDH_1SDH_20240314T210437_20240314T210502_052983_0669FC_rtc,2024-03-14T21:04:49.765049Z,HH,61,ascending,SENTINEL-1A,0.0103,16992,10602,-14.947,-18.342,-11.4,-10.539,4.408,0,valid share 0.010 below 0.98,closed_ice,2024,2024-03-13,1,6.942
2024-03-16,S1A_IW_GRDH_1SDH_20240316T204818_20240316T204843_053012_066B11_rtc,2024-03-16T20:48:30.795793Z,HH,90,ascending,SENTINEL-1A,1.0,2528997,141891,-15.412,-19.433,-11.641,-10.479,4.933,1,,closed_ice,2024,2024-03-13,3,7.792
2024-03-16,S1A_IW_GRDH_1SDH_20240316T204818_20240316T204843_053012_066B11_rtc,2024-03-16T20:48:30.795793Z,HH,90,ascending,SENTINEL-1A,1.0,2528997,141891,-15.412,-19.433,-11.641,-10.479,4.933,1,,closed_ice,2024,2024-03-21,-5,7.792
2024-03-24,S1A_IW_GRDH_1SDH_20240324T100014_20240324T100043_053122_066F56_rtc,2024-03-24T10:00:28.753956Z,HH,25,descending,SENTINEL-1A,1.0,2528997,141891,-17.609,-21.737,-13.72,-11.74,5.869,1,,closed_ice,2024,2024-03-21,3,8.017
2024-03-26,S1A_IW_GRDH_1SDH_20240326T210437_20240326T210502_053158_0670B9_rtc,2024-03-26T21:04:49.567202Z,HH,61,ascending,SENTINEL-1A,0.0159,31592,10946,-14.327,-17.916,-11.034,-10.911,3.416,0,valid share 0.016 below 0.98,closed_ice,2024,2024-03-21,5,6.882
2024-03-24,S1A_IW_GRDH_1SDH_20240324T100014_20240324T100043_053122_066F56_rtc,2024-03-24T10:00:28.753956Z,HH,25,descending,SENTINEL-1A,1.0,2528997,141891,-17.609,-21.737,-13.72,-11.74,5.869,1,,closed_ice,2024,2024-03-22,2,8.017
2024-03-26,S1A_IW_GRDH_1SDH_20240326T210437_20240326T210502_053158_0670B9_rtc,2024-03-26T21:04:49.567202Z,HH,61,ascending,SENTINEL-1A,0.0159,31592,10946,-14.327,-17.916,-11.034,-10.911,3.416,0,valid share 0.016 below 0.98,closed_ice,2024,2024-03-22,4,6.882
2024-06-16,S1A_IW_GRDH_1SDH_20240616T100014_20240616T100043_054347_069C97_rtc,2024-06-16T10:00:28.990841Z,HH,25,descending,SENTINEL-1A,1.0,2528997,141891,-24.922,-28.581,-21.029,-10.535,14.387,1,,open_water,2024,2024-06-17,-1,7.552
2024-06-16,S1A_IW_GRDH_1SDH_20240616T100014_20240616T100043_054347_069C97_rtc,2024-06-16T10:00:28.990841Z,HH,25,descending,SENTINEL-1A,1.0,2528997,141891,-24.922,-28.581,-21.029,-10.535,14.387,1,,open_water,2024,2024-06-20,-4,7.552
2024-07-02,S1A_IW_GRDH_1SDH_20240702T204817_20240702T204842_054587_06A4F0_rtc,2024-07-02T20:48:29.936950Z,HH,90,ascending,SENTINEL-1A,1.0,2528997,141891,-18.664,-22.03,-15.496,-9.144,9.52,1,,open_water,2024,2024-06-27,5,6.534
2024-07-02,S1A_IW_GRDH_1SDH_20240702T204817_20240702T204842_054587_06A4F0_rtc,2024-07-02T20:48:29.936950Z,HH,90,ascending,SENTINEL-1A,1.0,2528997,141891,-18.664,-22.03,-15.496,-9.144,9.52,1,,open_water,2024,2024-06-28,4,6.534
2025-02-20,S1A_IW_GRDH_1SDH_20250220T205617_20250220T205642_057985_072821_rtc,2025-02-20T20:56:29.758551Z,HH,163,ascending,SENTINEL-1A,1.0,2528997,141891,-21.94,-25.623,-17.477,-10.898,11.042,1,,suspect,2025,2025-02-19,1,8.146
2025-02-21,S1A_IW_GRDH_1SDH_20250221T101632_20250221T101657_057993_072874_rtc,2025-02-21T10:16:45.356598Z,HH,171,descending,SENTINEL-1A,1.0,2528997,141891,-19.73,-23.121,-15.646,-11.327,8.403,1,,suspect,2025,2025-02-19,2,7.475
2025-02-20,S1A_IW_GRDH_1SDH_20250220T205617_20250220T205642_057985_072821_rtc,2025-02-20T20:56:29.758551Z,HH,163,ascending,SENTINEL-1A,1.0,2528997,141891,-21.94,-25.623,-17.477,-10.898,11.042,1,,suspect,2025,2025-02-20,0,8.146
2025-02-21,S1A_IW_GRDH_1SDH_20250221T101632_20250221T101657_057993_072874_rtc,2025-02-21T10:16:45.356598Z,HH,171,descending,SENTINEL-1A,1.0,2528997,141891,-19.73,-23.121,-15.646,-11.327,8.403,1,,suspect,2025,2025-02-20,1,7.475
2025-02-22,S1A_IW_GRDH_1SDH_20250222T203956_20250222T204021_058014_072951_rtc,2025-02-22T20:40:09.191158Z,HH,17,ascending,SENTINEL-1A,1.0,2528997,141891,-14.713,-19.59,-9.783,-10.417,4.297,1,,suspect,2025,2025-02-20,2,9.807
2025-02-27,S1A_IW_GRDH_1SDH_20250227T204811_20250227T204836_058087_072C47_rtc,2025-02-27T20:48:23.503965Z,HH,90,ascending,SENTINEL-1A,1.0,2528997,141891,-17.508,-23.636,-10.614,-10.83,6.678,1,,suspect,2025,2025-03-01,-2,13.022
2025-05-10,S1C_IW_GRDH_1SDH_20250510T101514_20250510T101543_002267_rtc,2025-05-10T10:15:28.956910Z,HH,171,descending,sentinel-1c,1.0,2528997,141891,-15.629,-20.835,-11.439,-10.919,4.71,1,,suspect,2025,2025-05-12,-2,9.396
2025-05-10,S1A_IW_GRDH_1SDH_20250510T204811_20250510T204836_059137_rtc,2025-05-10T20:48:24.390487Z,HH,90,ascending,sentinel-1a,1.0,2528997,141891,-14.932,-18.867,-11.064,-9.557,5.376,1,,suspect,2025,2025-05-12,-2,7.803
2025-05-12,S1C_IW_GRDH_1SDH_20250512T095859_20250512T095924_002296_rtc,2025-05-12T09:59:12.051324Z,HH,25,descending,sentinel-1c,1.0,2528997,141891,-26.284,-30.086,-16.619,-12.598,13.686,1,,suspect,2025,2025-05-12,0,13.467
2025-05-12,S1C_IW_GRDH_1SDH_20250512T095859_20250512T095924_002296_rtc,2025-05-12T09:59:12.051324Z,HH,25,descending,sentinel-1c,1.0,2528997,141891,-26.284,-30.086,-16.619,-12.598,13.686,1,,suspect,2025,2025-05-13,-1,13.467
2025-05-12,S1C_IW_GRDH_1SDH_20250512T095859_20250512T095924_002296_rtc,2025-05-12T09:59:12.051324Z,HH,25,descending,sentinel-1c,1.0,2528997,141891,-26.284,-30.086,-16.619,-12.598,13.686,1,,suspect,2025,2025-05-14,-2,13.467
2025-03-19,S1A_IW_GRDH_1SDH_20250319T100007_20250319T100036_058372_0737BC_rtc,2025-03-19T10:00:21.753700Z,HH,25,descending,SENTINEL-1A,1.0,2528997,141891,-20.785,-25.063,-15.594,-11.501,9.284,1,,closed_ice,2025,2025-03-23,-4,9.469
2025-03-27,S1C_IW_GRDH_1SDH_20250327T210300_20250327T210324_001632_rtc,2025-03-27T21:03:12.529735Z,HH,61,ascending,sentinel-1c,0.0216,46348,11272,-15.533,-19.049,-11.042,-11.662,3.871,0,valid share 0.022 below 0.98,closed_ice,2025,2025-03-23,4,8.007
2025-03-19,S1A_IW_GRDH_1SDH_20250319T100007_20250319T100036_058372_0737BC_rtc,2025-03-19T10:00:21.753700Z,HH,25,descending,SENTINEL-1A,1.0,2528997,141891,-20.785,-25.063,-15.594,-11.501,9.284,1,,closed_ice,2025,2025-03-24,-5,9.469
2025-03-27,S1C_IW_GRDH_1SDH_20250327T210300_20250327T210324_001632_rtc,2025-03-27T21:03:12.529735Z,HH,61,ascending,sentinel-1c,0.0216,46348,11272,-15.533,-19.049,-11.042,-11.662,3.871,0,valid share 0.022 below 0.98,closed_ice,2025,2025-03-24,3,8.007
2025-03-29,S1C_IW_GRDH_1SDH_20250329T204633_20250329T204658_001661_rtc,2025-03-29T20:46:45.533770Z,HH,90,ascending,sentinel-1c,0.5141,1281256,91897,-15.175,-19.192,-11.402,-11.422,3.753,0,valid share 0.514 below 0.98,closed_ice,2025,2025-03-24,5,7.79
2025-03-29,S1C_IW_GRDH_1SDH_20250329T204658_20250329T204723_001661_rtc,2025-03-29T20:47:10.534206Z,HH,90,ascending,sentinel-1c,0.4859,1247742,49996,-15.694,-19.457,-11.902,-12.831,2.862,0,valid share 0.486 below 0.98,closed_ice,2025,2025-03-24,5,7.555
2025-03-27,S1C_IW_GRDH_1SDH_20250327T210300_20250327T210324_001632_rtc,2025-03-27T21:03:12.529735Z,HH,61,ascending,sentinel-1c,0.0216,46348,11272,-15.533,-19.049,-11.042,-11.662,3.871,0,valid share 0.022 below 0.98,closed_ice,2025,2025-03-31,-4,8.007
2025-03-29,S1C_IW_GRDH_1SDH_20250329T204633_20250329T204658_001661_rtc,2025-03-29T20:46:45.533770Z,HH,90,ascending,sentinel-1c,0.5141,1281256,91897,-15.175,-19.192,-11.402,-11.422,3.753,0,valid share 0.514 below 0.98,closed_ice,2025,2025-03-31,-2,7.79
2025-03-29,S1C_IW_GRDH_1SDH_20250329T204658_20250329T204723_001661_rtc,2025-03-29T20:47:10.534206Z,HH,90,ascending,sentinel-1c,0.4859,1247742,49996,-15.694,-19.457,-11.902,-12.831,2.862,0,valid share 0.486 below 0.98,closed_ice,2025,2025-03-31,-2,7.555
2025-03-30,S1C_IW_GRDH_1SDH_20250330T100706_20250330T100735_001669_rtc,2025-03-30T10:07:20.871824Z,HH,98,descending,sentinel-1c,1.0,2528997,141891,-15.719,-19.518,-12.032,-12.448,3.27,1,,closed_ice,2025,2025-03-31,-1,7.486
2025-03-31,S1A_IW_GRDH_1SDH_20250331T100007_20250331T100036_058547_073EC2_rtc,2025-03-31T10:00:22.215105Z,HH,25,descending,SENTINEL-1A,1.0,2528997,141891,-16.144,-19.738,-12.713,-12.179,3.965,1,,closed_ice,2025,2025-03-31,0,7.025
2025-04-02,S1A_IW_GRDH_1SDH_20250402T210431_20250402T210456_058583_074038_rtc,2025-04-02T21:04:43.532595Z,HH,61,ascending,SENTINEL-1A,0.0115,20049,10673,-16.092,-19.685,-11.69,-11.008,5.084,0,valid share 0.012 below 0.98,closed_ice,2025,2025-03-31,2,7.995
2025-04-04,S1C_IW_GRDH_1SDH_20250404T101512_20250404T101542_001742_rtc,2025-04-04T10:15:27.484800Z,HH,171,descending,sentinel-1c,1.0,2528997,141891,-17.339,-21.061,-13.506,-11.732,5.607,1,,closed_ice,2025,2025-03-31,4,7.555
2025-04-04,S1A_IW_GRDH_1SDH_20250404T204811_20250404T204836_058612_rtc,2025-04-04T20:48:24.345982Z,HH,90,ascending,sentinel-1a,1.0,2528997,141891,-16.738,-20.31,-12.946,-10.495,6.242,1,,closed_ice,2025,2025-03-31,4,7.364
2025-03-29,S1C_IW_GRDH_1SDH_20250329T204633_20250329T204658_001661_rtc,2025-03-29T20:46:45.533770Z,HH,90,ascending,sentinel-1c,0.5141,1281256,91897,-15.175,-19.192,-11.402,-11.422,3.753,0,valid share 0.514 below 0.98,closed_ice,2025,2025-04-02,-4,7.79
2025-03-29,S1C_IW_GRDH_1SDH_20250329T204658_20250329T204723_001661_rtc,2025-03-29T20:47:10.534206Z,HH,90,ascending,sentinel-1c,0.4859,1247742,49996,-15.694,-19.457,-11.902,-12.831,2.862,0,valid share 0.486 below 0.98,closed_ice,2025,2025-04-02,-4,7.555
2025-03-30,S1C_IW_GRDH_1SDH_20250330T100706_20250330T100735_001669_rtc,2025-03-30T10:07:20.871824Z,HH,98,descending,sentinel-1c,1.0,2528997,141891,-15.719,-19.518,-12.032,-12.448,3.27,1,,closed_ice,2025,2025-04-02,-3,7.486
2025-03-31,S1A_IW_GRDH_1SDH_20250331T100007_20250331T100036_058547_073EC2_rtc,2025-03-31T10:00:22.215105Z,HH,25,descending,SENTINEL-1A,1.0,2528997,141891,-16.144,-19.738,-12.713,-12.179,3.965,1,,closed_ice,2025,2025-04-02,-2,7.025
2025-04-02,S1A_IW_GRDH_1SDH_20250402T210431_20250402T210456_058583_074038_rtc,2025-04-02T21:04:43.532595Z,HH,61,ascending,SENTINEL-1A,0.0115,20049,10673,-16.092,-19.685,-11.69,-11.008,5.084,0,valid share 0.012 below 0.98,closed_ice,2025,2025-04-02,0,7.995
2025-04-04,S1C_IW_GRDH_1SDH_20250404T101512_20250404T101542_001742_rtc,2025-04-04T10:15:27.484800Z,HH,171,descending,sentinel-1c,1.0,2528997,141891,-17.339,-21.061,-13.506,-11.732,5.607,1,,closed_ice,2025,2025-04-02,2,7.555
2025-04-04,S1A_IW_GRDH_1SDH_20250404T204811_20250404T204836_058612_rtc,2025-04-04T20:48:24.345982Z,HH,90,ascending,sentinel-1a,1.0,2528997,141891,-16.738,-20.31,-12.946,-10.495,6.242,1,,closed_ice,2025,2025-04-02,2,7.364
2025-04-06,S1C_IW_GRDH_1SDH_20250406T095857_20250406T095922_001771_rtc,2025-04-06T09:59:10.445906Z,HH,25,descending,sentinel-1c,1.0,2528997,141891,-17.324,-20.996,-13.633,-13.065,4.26,1,,closed_ice,2025,2025-04-02,4,7.363
2025-06-07,S1C_IW_GRDH_1SDH_20250607T210305_20250607T210329_002682_rtc,2025-06-07T21:03:17.441688Z,HH,61,ascending,sentinel-1c,0.0145,27907,10836,-21.727,-24.834,-17.099,-9.568,12.159,0,valid share 0.015 below 0.98,open_water,2025,2025-06-12,-5,7.735
2025-06-09,S1C_IW_GRDH_1SDH_20250609T204655_20250609T204720_002711_rtc,2025-06-09T20:47:07.598456Z,HH,90,ascending,sentinel-1c,1.0,2528997,141891,-19.995,-24.308,-15.669,-9.522,10.474,1,,open_water,2025,2025-06-12,-3,8.639
2025-06-10,S1C_IW_GRDH_1SDH_20250610T100711_20250610T100740_002719_rtc,2025-06-10T10:07:25.683878Z,HH,98,descending,sentinel-1c,1.0,2528997,141891,-20.571,-24.588,-16.653,-10.488,10.083,1,,open_water,2025,2025-06-12,-2,7.935
2025-06-11,S1A_IW_GRDH_1SDH_20250611T100006_20250611T100035_059597_rtc,2025-06-11T10:00:20.768260Z,HH,25,descending,sentinel-1a,1.0,2528997,141891,-20.451,-23.839,-17.403,-10.105,10.346,1,,open_water,2025,2025-06-12,-1,6.436
2025-06-13,S1A_IW_GRDH_1SDH_20250613T210429_20250613T210454_059633_07677B_rtc,2025-06-13T21:04:41.794076Z,HH,61,ascending,SENTINEL-1A,0.0288,65394,11508,-20.176,-23.174,-17.194,-8.438,11.737,0,valid share 0.029 below 0.98,open_water,2025,2025-06-12,1,5.98
2025-06-15,S1C_IW_GRDH_1SDH_20250615T101517_20250615T101546_002792_rtc,2025-06-15T10:15:32.091207Z,HH,171,descending,sentinel-1c,1.0,2528997,141891,-24.452,-27.951,-20.161,-10.361,14.09,1,,open_water,2025,2025-06-12,3,7.79
2025-06-15,S1A_IW_GRDH_1SDH_20250615T204810_20250615T204835_059662_rtc,2025-06-15T20:48:22.595406Z,HH,90,ascending,sentinel-1a,1.0,2528997,141891,-22.267,-26.112,-18.326,-9.131,13.136,1,,open_water,2025,2025-06-12,3,7.786
2025-06-17,S1C_IW_GRDH_1SDH_20250617T095902_20250617T095927_002821_rtc,2025-06-17T09:59:15.072844Z,HH,25,descending,sentinel-1c,1.0,2528997,141891,-20.207,-24.27,-16.552,-10.131,10.076,1,,open_water,2025,2025-06-12,5,7.718
2025-06-10,S1C_IW_GRDH_1SDH_20250610T100711_20250610T100740_002719_rtc,2025-06-10T10:07:25.683878Z,HH,98,descending,sentinel-1c,1.0,2528997,141891,-20.571,-24.588,-16.653,-10.488,10.083,1,,open_water,2025,2025-06-15,-5,7.935
2025-06-11,S1A_IW_GRDH_1SDH_20250611T100006_20250611T100035_059597_rtc,2025-06-11T10:00:20.768260Z,HH,25,descending,sentinel-1a,1.0,2528997,141891,-20.451,-23.839,-17.403,-10.105,10.346,1,,open_water,2025,2025-06-15,-4,6.436
2025-06-13,S1A_IW_GRDH_1SDH_20250613T210429_20250613T210454_059633_07677B_rtc,2025-06-13T21:04:41.794076Z,HH,61,ascending,SENTINEL-1A,0.0288,65394,11508,-20.176,-23.174,-17.194,-8.438,11.737,0,valid share 0.029 below 0.98,open_water,2025,2025-06-15,-2,5.98
2025-06-15,S1C_IW_GRDH_1SDH_20250615T101517_20250615T101546_002792_rtc,2025-06-15T10:15:32.091207Z,HH,171,descending,sentinel-1c,1.0,2528997,141891,-24.452,-27.951,-20.161,-10.361,14.09,1,,open_water,2025,2025-06-15,0,7.79
2025-06-15,S1A_IW_GRDH_1SDH_20250615T204810_20250615T204835_059662_rtc,2025-06-15T20:48:22.595406Z,HH,90,ascending,sentinel-1a,1.0,2528997,141891,-22.267,-26.112,-18.326,-9.131,13.136,1,,open_water,2025,2025-06-15,0,7.786
2025-06-17,S1C_IW_GRDH_1SDH_20250617T095902_20250617T095927_002821_rtc,2025-06-17T09:59:15.072844Z,HH,25,descending,sentinel-1c,1.0,2528997,141891,-20.207,-24.27,-16.552,-10.131,10.076,1,,open_water,2025,2025-06-15,2,7.718
2025-06-19,S1C_IW_GRDH_1SDH_20250619T210305_20250619T210330_002857_rtc,2025-06-19T21:03:18.061765Z,HH,61,ascending,sentinel-1c,0.0131,24219,10755,-22.097,-25.128,-18.866,-8.512,13.585,0,valid share 0.013 below 0.98,open_water,2025,2025-06-15,4,6.262
2025-06-15,S1C_IW_GRDH_1SDH_20250615T101517_20250615T101546_002792_rtc,2025-06-15T10:15:32.091207Z,HH,171,descending,sentinel-1c,1.0,2528997,141891,-24.452,-27.951,-20.161,-10.361,14.09,1,,open_water,2025,2025-06-19,-4,7.79
2025-06-15,S1A_IW_GRDH_1SDH_20250615T204810_20250615T204835_059662_rtc,2025-06-15T20:48:22.595406Z,HH,90,ascending,sentinel-1a,1.0,2528997,141891,-22.267,-26.112,-18.326,-9.131,13.136,1,,open_water,2025,2025-06-19,-4,7.786
2025-06-17,S1C_IW_GRDH_1SDH_20250617T095902_20250617T095927_002821_rtc,2025-06-17T09:59:15.072844Z,HH,25,descending,sentinel-1c,1.0,2528997,141891,-20.207,-24.27,-16.552,-10.131,10.076,1,,open_water,2025,2025-06-19,-2,7.718
2025-06-19,S1C_IW_GRDH_1SDH_20250619T210305_20250619T210330_002857_rtc,2025-06-19T21:03:18.061765Z,HH,61,ascending,sentinel-1c,0.0131,24219,10755,-22.097,-25.128,-18.866,-8.512,13.585,0,valid share 0.013 below 0.98,open_water,2025,2025-06-19,0,6.262
2025-06-21,S1C_IW_GRDH_1SDH_20250621T204655_20250621T204720_002886_rtc,2025-06-21T20:47:08.265568Z,HH,90,ascending,sentinel-1c,1.0,2528997,141891,-25.324,-29.368,-21.109,-9.971,15.353,1,,open_water,2025,2025-06-19,2,8.259
2025-06-22,S1C_IW_GRDH_1SDH_20250622T100711_20250622T100741_002894_rtc,2025-06-22T10:07:26.395296Z,HH,98,descending,sentinel-1c,1.0,2528997,141891,-20.182,-24.185,-16.607,-10.377,9.805,1,,open_water,2025,2025-06-19,3,7.578
2025-06-23,S1A_IW_GRDH_1SDH_20250623T100005_20250623T100034_059772_rtc,2025-06-23T10:00:20.167560Z,HH,25,descending,sentinel-1a,1.0,2528997,141891,-25.618,-29.247,-21.98,-10.824,14.795,1,,open_water,2025,2025-06-19,4,7.267
2026-02-12,S1C_IW_GRDH_1SDH_20260212T095918_20260212T095943_006321_00CB59_rtc,2026-02-12T09:59:30.931491Z,HH,25,descending,sentinel-1c,1.0,2528997,141891,-22.195,-27.198,-11.234,-11.925,10.27,1,,suspect,2026,2026-02-14,-2,15.964
2026-02-14,S1C_IW_GRDH_1SDH_20260214T210305_20260214T210330_006357_00CC93_rtc,2026-02-14T21:03:18.279534Z,HH,61,ascending,sentinel-1c,0.0136,25472,10779,-19.952,-23.225,-12.469,-10.751,9.201,0,valid share 0.014 below 0.98,suspect,2026,2026-02-14,0,10.756
2026-02-16,S1C_IW_GRDH_1SDH_20260216T204650_20260216T204715_006386_00CD93_rtc,2026-02-16T20:47:03.099569Z,HH,90,ascending,sentinel-1c,1.0,2528997,141891,-18.432,-24.164,-8.127,-10.524,7.908,1,,suspect,2026,2026-02-14,2,16.037
2026-03-02,S1A_IW_GRDH_1SDH_20260302T100016_20260302T100041_063447_07F888_rtc,2026-03-02T10:00:29.399756Z,HH,25,descending,sentinel-1a,1.0,2528997,141891,-21.898,-26.124,-12.35,-11.896,10.002,1,,suspect,2026,2026-03-04,-2,13.774
2026-03-04,S1A_IW_GRDH_1SDH_20260304T210419_20260304T210444_063483_07F9EE_rtc,2026-03-04T21:04:31.559272Z,HH,61,ascending,sentinel-1a,0.0149,29052,10867,-15.336,-18.918,-11.154,-11.112,4.224,0,valid share 0.015 below 0.98,suspect,2026,2026-03-04,0,7.764
2026-03-06,S1C_IW_GRDH_1SDH_20260306T101517_20260306T101546_006642_00D689_rtc,2026-03-06T10:15:32.328327Z,HH,171,descending,sentinel-1c,1.0,2528997,141891,-21.54,-25.369,-16.547,-11.113,10.427,1,,suspect,2026,2026-03-04,2,8.822
2026-03-06,S1A_IW_GRDH_1SDH_20260306T204800_20260306T204825_063512_07FAFC_rtc,2026-03-06T20:48:12.589876Z,HH,90,ascending,sentinel-1a,1.0,2528997,141891,-20.967,-24.765,-16.651,-10.521,10.446,1,,suspect,2026,2026-03-04,2,8.114
2026-03-10,S1C_IW_GRDH_1SDH_20260310T210305_20260310T210330_006707_00D8AC_rtc,2026-03-10T21:03:18.423442Z,HH,61,ascending,sentinel-1c,0.0103,16813,10602,-19.87,-23.53,-14.633,-10.938,8.932,0,valid share 0.010 below 0.98,suspect,2026,2026-03-10,0,8.897
2026-03-11,S1A_IW_GRDH_1SDH_20260311T205606_20260311T205631_063585_07FDCA_rtc,2026-03-11T20:56:18.960848Z,HH,163,ascending,sentinel-1a,1.0,2528997,141891,-21.046,-25.594,-15.249,-11.044,10.002,1,,suspect,2026,2026-03-10,1,10.345
2026-03-12,S1A_IW_GRDH_1SDH_20260312T101622_20260312T101647_063593_07FE12_rtc,2026-03-12T10:16:34.555996Z,HH,171,descending,sentinel-1a,1.0,2528997,141891,-19.427,-23.159,-14.863,-11.189,8.238,1,,suspect,2026,2026-03-10,2,8.296
2026-03-10,S1C_IW_GRDH_1SDH_20260310T210305_20260310T210330_006707_00D8AC_rtc,2026-03-10T21:03:18.423442Z,HH,61,ascending,sentinel-1c,0.0103,16813,10602,-19.87,-23.53,-14.633,-10.938,8.932,0,valid share 0.010 below 0.98,suspect,2026,2026-03-11,-1,8.897
2026-03-11,S1A_IW_GRDH_1SDH_20260311T205606_20260311T205631_063585_07FDCA_rtc,2026-03-11T20:56:18.960848Z,HH,163,ascending,sentinel-1a,1.0,2528997,141891,-21.046,-25.594,-15.249,-11.044,10.002,1,,suspect,2026,2026-03-11,0,10.345
2026-03-12,S1A_IW_GRDH_1SDH_20260312T101622_20260312T101647_063593_07FE12_rtc,2026-03-12T10:16:34.555996Z,HH,171,descending,sentinel-1a,1.0,2528997,141891,-19.427,-23.159,-14.863,-11.189,8.238,1,,suspect,2026,2026-03-11,1,8.296
2026-03-13,S1C_IW_GRDH_1SDH_20260313T100711_20260313T100741_006744_00D9FB_rtc,2026-03-13T10:07:26.437346Z,HH,98,descending,sentinel-1c,1.0,2528997,141891,-21.68,-26.563,-16.376,-11.584,10.096,1,,suspect,2026,2026-03-11,2,10.187
2026-05-05,S1C_IW_GRDH_1SDH_20260505T101520_20260505T101549_007517_00F43A_rtc,2026-05-05T10:15:34.712685Z,HH,171,descending,sentinel-1c,1.0,2528997,141891,-13.137,-18.806,-9.142,-11.044,2.093,1,,suspect,2026,2026-05-06,-1,9.664
2026-05-05,S1A_IW_GRDH_1SDH_20260505T204759_20260505T204824_064387_081BA0_rtc,2026-05-05T20:48:12.451418Z,HH,90,ascending,sentinel-1a,1.0,2528997,141891,-15.393,-20.963,-9.857,-9.943,5.45,1,,suspect,2026,2026-05-06,-1,11.106
2026-05-07,S1C_IW_GRDH_1SDH_20260507T095905_20260507T095930_007546_00F52A_rtc,2026-05-07T09:59:17.824876Z,HH,25,descending,sentinel-1c,1.0,2528997,141891,-19.293,-28.06,-10.679,-11.949,7.343,1,,suspect,2026,2026-05-06,1,17.381
2026-05-05,S1C_IW_GRDH_1SDH_20260505T101520_20260505T101549_007517_00F43A_rtc,2026-05-05T10:15:34.712685Z,HH,171,descending,sentinel-1c,1.0,2528997,141891,-13.137,-18.806,-9.142,-11.044,2.093,1,,suspect,2026,2026-05-07,-2,9.664
2026-05-05,S1A_IW_GRDH_1SDH_20260505T204759_20260505T204824_064387_081BA0_rtc,2026-05-05T20:48:12.451418Z,HH,90,ascending,sentinel-1a,1.0,2528997,141891,-15.393,-20.963,-9.857,-9.943,5.45,1,,suspect,2026,2026-05-07,-2,11.106
2026-05-07,S1C_IW_GRDH_1SDH_20260507T095905_20260507T095930_007546_00F52A_rtc,2026-05-07T09:59:17.824876Z,HH,25,descending,sentinel-1c,1.0,2528997,141891,-19.293,-28.06,-10.679,-11.949,7.343,1,,suspect,2026,2026-05-07,0,17.381
2026-03-16,S1A_IW_GRDH_1SDH_20260316T210419_20260316T210444_063658_080085_rtc,2026-03-16T21:04:31.706253Z,HH,61,ascending,sentinel-1a,0.015,29186,10878,-18.808,-22.056,-15.202,-10.956,7.851,0,valid share 0.015 below 0.98,closed_ice,2026,2026-03-20,-4,6.854
2026-03-18,S1C_IW_GRDH_1SDH_20260318T101517_20260318T101547_006817_00DC84_rtc,2026-03-18T10:15:32.519870Z,HH,171,descending,sentinel-1c,1.0,2528997,141891,-17.77,-23.02,-12.641,-11.311,6.46,1,,closed_ice,2026,2026-03-20,-2,10.379
