date,scene_id,acquired_utc,polarisation,relative_orbit,orbit_state,platform,valid_share,water_cells,land_cells,water_median_db,water_p5_db,water_p95_db,land_median_db,land_contrast_db,passes_gates,reject_reason,role,season,target_day,offset_days,spread_db
2026-03-18,S1A_IW_GRDH_1SDH_20260318T204800_20260318T204825_063687_08018B_rtc,2026-03-18T20:48:12.624291Z,HH,90,ascending,sentinel-1a,1.0,2528997,141891,-18.371,-23.19,-13.069,-11.008,7.363,1,,closed_ice,2026,2026-03-20,-2,10.121
2026-03-20,S1C_IW_GRDH_1SDH_20260320T095903_20260320T095928_006846_00DD76_rtc,2026-03-20T09:59:15.507079Z,HH,25,descending,sentinel-1c,1.0,2528997,141891,-15.057,-20.358,-9.737,-12.432,2.625,1,,closed_ice,2026,2026-03-20,0,10.621
2026-03-22,S1C_IW_GRDH_1SDH_20260322T210306_20260322T210331_006882_00DEAB_rtc,2026-03-22T21:03:18.635010Z,HH,61,ascending,sentinel-1c,0.0118,20949,10682,-17.439,-21.203,-12.88,-11.007,6.432,0,valid share 0.012 below 0.98,closed_ice,2026,2026-03-20,2,8.323
2026-03-23,S1A_IW_GRDH_1SDH_20260323T205606_20260323T205631_063760_08044E_rtc,2026-03-23T20:56:19.000192Z,HH,163,ascending,sentinel-1a,1.0,2528997,141891,-19.187,-22.92,-15.405,-11.142,8.044,1,,closed_ice,2026,2026-03-20,3,7.515
2026-03-24,S1A_IW_GRDH_1SDH_20260324T101622_20260324T101647_063768_080494_rtc,2026-03-24T10:16:34.593933Z,HH,171,descending,sentinel-1a,1.0,2528997,141891,-17.446,-21.273,-13.348,-11.177,6.269,1,,closed_ice,2026,2026-03-20,4,7.925
2026-03-25,S1C_IW_GRDH_1SDH_20260325T100712_20260325T100741_006919_00DFFA_rtc,2026-03-25T10:07:26.727542Z,HH,98,descending,sentinel-1c,1.0,2528997,141891,-18.482,-23.101,-13.867,-11.852,6.63,1,,closed_ice,2026,2026-03-20,5,9.234
2026-03-22,S1C_IW_GRDH_1SDH_20260322T210306_20260322T210331_006882_00DEAB_rtc,2026-03-22T21:03:18.635010Z,HH,61,ascending,sentinel-1c,0.0118,20949,10682,-17.439,-21.203,-12.88,-11.007,6.432,0,valid share 0.012 below 0.98,closed_ice,2026,2026-03-26,-4,8.323
2026-03-23,S1A_IW_GRDH_1SDH_20260323T205606_20260323T205631_063760_08044E_rtc,2026-03-23T20:56:19.000192Z,HH,163,ascending,sentinel-1a,1.0,2528997,141891,-19.187,-22.92,-15.405,-11.142,8.044,1,,closed_ice,2026,2026-03-26,-3,7.515
2026-03-24,S1A_IW_GRDH_1SDH_20260324T101622_20260324T101647_063768_080494_rtc,2026-03-24T10:16:34.593933Z,HH,171,descending,sentinel-1a,1.0,2528997,141891,-17.446,-21.273,-13.348,-11.177,6.269,1,,closed_ice,2026,2026-03-26,-2,7.925
2026-03-25,S1C_IW_GRDH_1SDH_20260325T100712_20260325T100741_006919_00DFFA_rtc,2026-03-25T10:07:26.727542Z,HH,98,descending,sentinel-1c,1.0,2528997,141891,-18.482,-23.101,-13.867,-11.852,6.63,1,,closed_ice,2026,2026-03-26,-1,9.234
2026-03-26,S1A_IW_GRDH_1SDH_20260326T095956_20260326T100025_063797_0805B5_rtc,2026-03-26T10:00:10.703783Z,HH,25,descending,sentinel-1a,1.0,2528997,141891,-18.498,-22.872,-14.027,-12.081,6.416,1,,closed_ice,2026,2026-03-26,0,8.845
2026-03-28,S1A_IW_GRDH_1SDH_20260328T210419_20260328T210444_063833_08070F_rtc,2026-03-28T21:04:31.831378Z,HH,61,ascending,sentinel-1a,0.0148,28731,10867,-17.358,-20.749,-13.571,-11.148,6.21,0,valid share 0.015 below 0.98,closed_ice,2026,2026-03-26,2,7.178
2026-03-30,S1C_IW_GRDH_1SDH_20260330T101518_20260330T101547_006992_00E286_rtc,2026-03-30T10:15:32.957041Z,HH,171,descending,sentinel-1c,1.0,2528997,141891,-14.147,-19.076,-9.332,-11.239,2.907,1,,closed_ice,2026,2026-03-26,4,9.744
2026-03-30,S1A_IW_GRDH_1SDH_20260330T204800_20260330T204825_063862_08080D_rtc,2026-03-30T20:48:12.676482Z,HH,90,ascending,sentinel-1a,1.0,2528997,141891,-15.773,-20.054,-11.431,-10.507,5.266,1,,closed_ice,2026,2026-03-26,4,8.623
2026-03-22,S1C_IW_GRDH_1SDH_20260322T210306_20260322T210331_006882_00DEAB_rtc,2026-03-22T21:03:18.635010Z,HH,61,ascending,sentinel-1c,0.0118,20949,10682,-17.439,-21.203,-12.88,-11.007,6.432,0,valid share 0.012 below 0.98,closed_ice,2026,2026-03-27,-5,8.323
2026-03-23,S1A_IW_GRDH_1SDH_20260323T205606_20260323T205631_063760_08044E_rtc,2026-03-23T20:56:19.000192Z,HH,163,ascending,sentinel-1a,1.0,2528997,141891,-19.187,-22.92,-15.405,-11.142,8.044,1,,closed_ice,2026,2026-03-27,-4,7.515
2026-03-24,S1A_IW_GRDH_1SDH_20260324T101622_20260324T101647_063768_080494_rtc,2026-03-24T10:16:34.593933Z,HH,171,descending,sentinel-1a,1.0,2528997,141891,-17.446,-21.273,-13.348,-11.177,6.269,1,,closed_ice,2026,2026-03-27,-3,7.925
2026-03-25,S1C_IW_GRDH_1SDH_20260325T100712_20260325T100741_006919_00DFFA_rtc,2026-03-25T10:07:26.727542Z,HH,98,descending,sentinel-1c,1.0,2528997,141891,-18.482,-23.101,-13.867,-11.852,6.63,1,,closed_ice,2026,2026-03-27,-2,9.234
2026-03-26,S1A_IW_GRDH_1SDH_20260326T095956_20260326T100025_063797_0805B5_rtc,2026-03-26T10:00:10.703783Z,HH,25,descending,sentinel-1a,1.0,2528997,141891,-18.498,-22.872,-14.027,-12.081,6.416,1,,closed_ice,2026,2026-03-27,-1,8.845
2026-03-28,S1A_IW_GRDH_1SDH_20260328T210419_20260328T210444_063833_08070F_rtc,2026-03-28T21:04:31.831378Z,HH,61,ascending,sentinel-1a,0.0148,28731,10867,-17.358,-20.749,-13.571,-11.148,6.21,0,valid share 0.015 below 0.98,closed_ice,2026,2026-03-27,1,7.178
2026-03-30,S1C_IW_GRDH_1SDH_20260330T101518_20260330T101547_006992_00E286_rtc,2026-03-30T10:15:32.957041Z,HH,171,descending,sentinel-1c,1.0,2528997,141891,-14.147,-19.076,-9.332,-11.239,2.907,1,,closed_ice,2026,2026-03-27,3,9.744
2026-03-30,S1A_IW_GRDH_1SDH_20260330T204800_20260330T204825_063862_08080D_rtc,2026-03-30T20:48:12.676482Z,HH,90,ascending,sentinel-1a,1.0,2528997,141891,-15.773,-20.054,-11.431,-10.507,5.266,1,,closed_ice,2026,2026-03-27,3,8.623
2026-04-01,S1C_IW_GRDH_1SDH_20260401T095903_20260401T095928_007021_00E376_rtc,2026-04-01T09:59:15.873084Z,HH,25,descending,sentinel-1c,1.0,2528997,141891,-15.996,-20.665,-11.626,-12.461,3.534,1,,closed_ice,2026,2026-03-27,5,9.039
2026-03-23,S1A_IW_GRDH_1SDH_20260323T205606_20260323T205631_063760_08044E_rtc,2026-03-23T20:56:19.000192Z,HH,163,ascending,sentinel-1a,1.0,2528997,141891,-19.187,-22.92,-15.405,-11.142,8.044,1,,closed_ice,2026,2026-03-28,-5,7.515
2026-03-24,S1A_IW_GRDH_1SDH_20260324T101622_20260324T101647_063768_080494_rtc,2026-03-24T10:16:34.593933Z,HH,171,descending,sentinel-1a,1.0,2528997,141891,-17.446,-21.273,-13.348,-11.177,6.269,1,,closed_ice,2026,2026-03-28,-4,7.925
2026-03-25,S1C_IW_GRDH_1SDH_20260325T100712_20260325T100741_006919_00DFFA_rtc,2026-03-25T10:07:26.727542Z,HH,98,descending,sentinel-1c,1.0,2528997,141891,-18.482,-23.101,-13.867,-11.852,6.63,1,,closed_ice,2026,2026-03-28,-3,9.234
2026-03-26,S1A_IW_GRDH_1SDH_20260326T095956_20260326T100025_063797_0805B5_rtc,2026-03-26T10:00:10.703783Z,HH,25,descending,sentinel-1a,1.0,2528997,141891,-18.498,-22.872,-14.027,-12.081,6.416,1,,closed_ice,2026,2026-03-28,-2,8.845
2026-03-28,S1A_IW_GRDH_1SDH_20260328T210419_20260328T210444_063833_08070F_rtc,2026-03-28T21:04:31.831378Z,HH,61,ascending,sentinel-1a,0.0148,28731,10867,-17.358,-20.749,-13.571,-11.148,6.21,0,valid share 0.015 below 0.98,closed_ice,2026,2026-03-28,0,7.178
2026-03-30,S1C_IW_GRDH_1SDH_20260330T101518_20260330T101547_006992_00E286_rtc,2026-03-30T10:15:32.957041Z,HH,171,descending,sentinel-1c,1.0,2528997,141891,-14.147,-19.076,-9.332,-11.239,2.907,1,,closed_ice,2026,2026-03-28,2,9.744
2026-03-30,S1A_IW_GRDH_1SDH_20260330T204800_20260330T204825_063862_08080D_rtc,2026-03-30T20:48:12.676482Z,HH,90,ascending,sentinel-1a,1.0,2528997,141891,-15.773,-20.054,-11.431,-10.507,5.266,1,,closed_ice,2026,2026-03-28,2,8.623
2026-04-01,S1C_IW_GRDH_1SDH_20260401T095903_20260401T095928_007021_00E376_rtc,2026-04-01T09:59:15.873084Z,HH,25,descending,sentinel-1c,1.0,2528997,141891,-15.996,-20.665,-11.626,-12.461,3.534,1,,closed_ice,2026,2026-03-28,4,9.039
2026-06-05,S1C_IW_GRDH_1SDH_20260605T100715_20260605T100745_007969_01034B_rtc,2026-06-05T10:07:30.464345Z,HH,98,descending,sentinel-1c,1.0,2528997,141891,-26.397,-30.063,-22.756,-10.545,15.852,1,,open_water,2026,2026-06-10,-5,7.307
2026-06-10,S1A_IW_GRDH_1SDH_20260610T204747_20260610T204812_064912_082E0E_rtc,2026-06-10T20:47:59.973995Z,HH,90,ascending,sentinel-1a,1.0,2528997,141891,-21.88,-25.363,-18.687,-8.871,13.009,1,,open_water,2026,2026-06-10,0,6.676
2026-06-11,S1D_IW_GRDH_1SDH_20260611T101532_20260611T101601_003187_0058D7_rtc,2026-06-11T10:15:46.971095Z,HH,171,descending,sentinel-1d,1.0,2528997,141891,-23.248,-27.194,-18.535,-10.01,13.239,1,,open_water,2026,2026-06-10,1,8.659
2026-06-13,S1D_IW_GRDH_1SDH_20260613T095917_20260613T095942_003216_0059BF_rtc,2026-06-13T09:59:30.123387Z,HH,25,descending,sentinel-1d,1.0,2528997,141891,-27.362,-31.285,-23.331,-10.974,16.388,1,,open_water,2026,2026-06-10,3,7.954
2026-06-15,S1D_IW_GRDH_1SDH_20260615T210320_20260615T210345_003252_005AED_rtc,2026-06-15T21:03:33.153380Z,HH,61,ascending,sentinel-1d,0.0154,30271,10906,-21.705,-24.787,-18.538,-8.144,13.561,0,valid share 0.015 below 0.98,open_water,2026,2026-06-10,5,6.249
2026-06-10,S1A_IW_GRDH_1SDH_20260610T204747_20260610T204812_064912_082E0E_rtc,2026-06-10T20:47:59.973995Z,HH,90,ascending,sentinel-1a,1.0,2528997,141891,-21.88,-25.363,-18.687,-8.871,13.009,1,,open_water,2026,2026-06-15,-5,6.676
2026-06-11,S1D_IW_GRDH_1SDH_20260611T101532_20260611T101601_003187_0058D7_rtc,2026-06-11T10:15:46.971095Z,HH,171,descending,sentinel-1d,1.0,2528997,141891,-23.248,-27.194,-18.535,-10.01,13.239,1,,open_water,2026,2026-06-15,-4,8.659
2026-06-13,S1D_IW_GRDH_1SDH_20260613T095917_20260613T095942_003216_0059BF_rtc,2026-06-13T09:59:30.123387Z,HH,25,descending,sentinel-1d,1.0,2528997,141891,-27.362,-31.285,-23.331,-10.974,16.388,1,,open_water,2026,2026-06-15,-2,7.954
2026-06-15,S1D_IW_GRDH_1SDH_20260615T210320_20260615T210345_003252_005AED_rtc,2026-06-15T21:03:33.153380Z,HH,61,ascending,sentinel-1d,0.0154,30271,10906,-21.705,-24.787,-18.538,-8.144,13.561,0,valid share 0.015 below 0.98,open_water,2026,2026-06-15,0,6.249
2026-06-17,S1D_IW_GRDH_1SDH_20260617T204705_20260617T204730_003281_005BD8_rtc,2026-06-17T20:47:18.232627Z,HH,90,ascending,sentinel-1d,1.0,2528997,141891,-22.315,-26.21,-18.495,-9.34,12.975,1,,open_water,2026,2026-06-15,2,7.715
2026-06-18,S1A_IW_GRDH_1SDH_20260618T095953_20260618T100022_065022_0831F1_rtc,2026-06-18T10:00:08.422540Z,HH,25,descending,sentinel-1a,1.0,2528997,141891,-21.413,-25.266,-17.529,-10.115,11.298,1,,open_water,2026,2026-06-15,3,7.737
2026-06-18,S1D_IW_GRDH_1SDH_20260618T100726_20260618T100756_003289_005C27_rtc,2026-06-18T10:07:41.359973Z,HH,98,descending,sentinel-1d,1.0,2528997,141891,-20.186,-24.181,-16.102,-10.539,9.648,1,,open_water,2026,2026-06-15,3,8.079
2026-06-20,S1A_IW_GRDH_1SDH_20260620T210408_20260620T210437_065058_08333C_rtc,2026-06-20T21:04:22.922866Z,HH,61,ascending,sentinel-1a,0.0251,55686,11434,-15.529,-18.743,-12.469,-8.458,7.071,0,valid share 0.025 below 0.98,open_water,2026,2026-06-15,5,6.274
2026-06-20,S1A_IW_GRDH_1SDH_20260620T210408_20260620T210437_065058_08333C_rtc,2026-06-20T21:04:22.922866Z,HH,61,ascending,sentinel-1a,0.0251,55686,11434,-15.529,-18.743,-12.469,-8.458,7.071,0,valid share 0.025 below 0.98,open_water,2026,2026-06-24,-4,6.274
2026-06-22,S1A_IW_GRDH_1SDH_20260622T204746_20260622T204811_065087_083434_rtc,2026-06-22T20:47:59.348085Z,HH,90,ascending,sentinel-1a,1.0,2528997,141891,-19.108,-22.461,-15.943,-9.135,9.973,1,,open_water,2026,2026-06-24,-2,6.518
2026-06-23,S1D_IW_GRDH_1SDH_20260623T101533_20260623T101602_003362_005E8B_rtc,2026-06-23T10:15:47.949621Z,HH,171,descending,sentinel-1d,1.0,2528997,141891,-20.729,-24.545,-17.218,-10.224,10.505,1,,open_water,2026,2026-06-24,-1,7.327
2026-06-25,S1D_IW_GRDH_1SDH_20260625T095912_20260625T095942_003391_005F6E_rtc,2026-06-25T09:59:27.480990Z,HH,25,descending,sentinel-1d,1.0,2528997,141891,-26.367,-30.302,-22.631,-11.207,15.16,1,,open_water,2026,2026-06-24,1,7.671
2026-06-27,S1D_IW_GRDH_1SDH_20260627T210336_20260627T210401_003427_0060A8_rtc,2026-06-27T21:03:48.923465Z,HH,61,ascending,sentinel-1d,0.0144,27703,10842,-18.445,-21.591,-14.967,-9.0,9.445,0,valid share 0.014 below 0.98,open_water,2026,2026-06-24,3,6.624
2026-06-29,S1C_IW_GRDH_1SDH_20260629T101520_20260629T101549_008319_01075F_rtc,2026-06-29T10:15:35.116931Z,HH,171,descending,sentinel-1c,1.0,2528997,141891,-23.426,-27.063,-18.697,-10.328,13.097,1,,open_water,2026,2026-06-24,5,8.366
2026-06-29,S1D_IW_GRDH_1SDH_20260629T204706_20260629T204731_003456_0061A0_rtc,2026-06-29T20:47:19.059294Z,HH,90,ascending,sentinel-1d,1.0,2528997,141891,-20.761,-24.62,-17.107,-9.554,11.207,1,,open_water,2026,2026-06-24,5,7.513
2026-06-22,S1A_IW_GRDH_1SDH_20260622T204746_20260622T204811_065087_083434_rtc,2026-06-22T20:47:59.348085Z,HH,90,ascending,sentinel-1a,1.0,2528997,141891,-19.108,-22.461,-15.943,-9.135,9.973,1,,open_water,2026,2026-06-26,-4,6.518
2026-06-23,S1D_IW_GRDH_1SDH_20260623T101533_20260623T101602_003362_005E8B_rtc,2026-06-23T10:15:47.949621Z,HH,171,descending,sentinel-1d,1.0,2528997,141891,-20.729,-24.545,-17.218,-10.224,10.505,1,,open_water,2026,2026-06-26,-3,7.327
2026-06-25,S1D_IW_GRDH_1SDH_20260625T095912_20260625T095942_003391_005F6E_rtc,2026-06-25T09:59:27.480990Z,HH,25,descending,sentinel-1d,1.0,2528997,141891,-26.367,-30.302,-22.631,-11.207,15.16,1,,open_water,2026,2026-06-26,-1,7.671
2026-06-27,S1D_IW_GRDH_1SDH_20260627T210336_20260627T210401_003427_0060A8_rtc,2026-06-27T21:03:48.923465Z,HH,61,ascending,sentinel-1d,0.0144,27703,10842,-18.445,-21.591,-14.967,-9.0,9.445,0,valid share 0.014 below 0.98,open_water,2026,2026-06-26,1,6.624
2026-06-29,S1C_IW_GRDH_1SDH_20260629T101520_20260629T101549_008319_01075F_rtc,2026-06-29T10:15:35.116931Z,HH,171,descending,sentinel-1c,1.0,2528997,141891,-23.426,-27.063,-18.697,-10.328,13.097,1,,open_water,2026,2026-06-26,3,8.366
2026-06-29,S1D_IW_GRDH_1SDH_20260629T204706_20260629T204731_003456_0061A0_rtc,2026-06-29T20:47:19.059294Z,HH,90,ascending,sentinel-1d,1.0,2528997,141891,-20.761,-24.62,-17.107,-9.554,11.207,1,,open_water,2026,2026-06-26,3,7.513
2026-06-30,S1D_IW_GRDH_1SDH_20260630T100727_20260630T100756_003464_0061E6_rtc,2026-06-30T10:07:42.114428Z,HH,98,descending,sentinel-1d,1.0,2528997,141891,-21.944,-25.915,-18.191,-10.686,11.258,1,,open_water,2026,2026-06-26,4,7.724
2026-07-01,S1C_IW_GRDH_1SDH_20260701T095905_20260701T095930_008348_01084D_rtc,2026-07-01T09:59:18.153945Z,HH,25,descending,sentinel-1c,1.0,2528997,141891,-24.305,-28.001,-20.505,-10.626,13.679,1,,open_water,2026,2026-06-26,5,7.496
