scene,instrument,sun_elevation,cloud,landsat_ice,landsat_share,usable_cells,green,nir08,swir16
LC08_L1TP_013010_20130330_20200913_02_T1,OLI,23.04425377,0.81,0.09793166046069511,0.996712506366625,280544.0,0.2255251178575064,0.1147551913701766,0.016349804647576367
LE07_L1TP_013010_20130330_20200907_02_T1,ETM+,23.01536288,1.0,0.11170242058624746,0.7114414038986896,200612.0,0.22317372121041018,0.11984768490113182,0.009484422767402165
