day,season,doy,scene,sun_elevation,scene_cloud,landsat_ice,landsat_share,kelvin,thermal_cells,frozen_share,celsius,thermal_minus_optical,below_freezing,chain_says_open,contradicted
2022-03-08,2022,67,LC08_L1TP_012010_20220308_20220315_02_T1,14.2701988,6.15,0.8097730256987432,0.9493839956404202,259.95074432133015,280761,1.0,-13.199255678669829,0.1902269743012568,True,False,False
2022-03-17,2022,76,LC08_L1TP_011010_20220317_20220322_02_T1,17.82658149,0.28,0.9654510351509624,0.9998967093007932,251.59897779633957,280761,1.0,-21.55102220366041,0.03454896484903758,True,False,False
2022-03-23,2022,82,LC09_L1TP_013010_20220323_20230424_02_T1,20.2107016,10.21,0.9914411189588298,1.0,254.79352087884754,280761,1.0,-18.356479121152432,0.008558881041170197,True,False,False
2022-03-31,2022,90,LC08_L1TP_013010_20220331_20220406_02_T1,23.35162402,36.22,0.9960258971755483,0.9786936219774114,264.3040102025523,275830,1.0,-8.845989797447658,0.003974102824451653,True,False,False
2022-04-02,2022,92,LC08_L1TP_011010_20220402_20220411_02_T1,24.12246571,100.0,0.9945822752304048,0.9986287269243236,266.2781985325047,280761,0.9999394502797754,-6.871801467495288,0.0053571750493706105,True,False,False
2022-04-08,2022,98,LC09_L1TP_013010_20220408_20230422_02_T1,26.40826699,26.54,0.9997064887722896,0.9829321023931388,260.2242357311693,275971,1.0,-12.925764268830676,0.00029351122771037463,True,False,False
2022-04-09,2022,99,LC08_L1TP_012010_20220409_20220419_02_T1,26.77972097,32.82,1.0,1.0,257.51039593268376,280761,1.0,-15.639604067316213,0.0,True,False,False
2022-04-16,2022,106,LC08_L1TP_013010_20220416_20220420_02_T1,29.32891279,0.56,0.99909531272261,0.9999964382517514,257.62604212035734,280761,1.0,-15.523957879642637,0.000904687277390015,True,False,False
2022-04-17,2022,107,LC09_L1TP_012010_20220417_20230421_02_T1,29.67888842,7.53,0.9998290354751388,0.9999964382517514,259.8434109195828,280761,1.0,-13.306589080417154,0.00017096452486120572,True,False,False
2022-05-02,2022,122,LC08_L1TP_013010_20220502_20220511_02_T1,34.57160608,2.25,0.9993049478350746,0.9890155684015942,263.6044509491647,277690,1.0,-9.545549050835291,0.0006950521649253805,True,False,False
2022-05-03,2022,123,LC09_L1TP_012010_20220503_20230418_02_T1,34.86338086,0.84,0.9989991095280498,0.9999608207692664,266.8900732418462,280761,0.9996153311891609,-6.259926758153767,0.0006162216611110827,True,False,False
2022-05-11,2022,131,LC08_L1TP_012010_20220511_20220519_02_T1,37.0586584,0.04,0.9999501353469156,0.9999964382517514,265.09708961913225,280761,0.9998967093007932,-8.05291038086773,-5.3426046122351245e-05,True,False,False
2022-05-12,2022,132,LC09_L1TP_011010_20220512_20230416_02_T1,37.30723715,2.6,0.9949952267643162,0.9998967093007932,267.38984404205746,280761,0.9989207902807014,-5.760155957942516,0.003925563516385178,True,False,False
2022-05-14,2022,134,LC08_L1TP_081234_20220514_20220519_02_T1,6.21696244,14.21,0.9896085545159442,0.9326437788724218,256.12054171696604,261978,1.0,-17.029458283033932,0.010391445484055795,True,False,False
2022-05-19,2022,139,LC09_L1TP_012010_20220519_20230416_02_T1,38.92421132,10.76,0.999892746825306,0.9962637260873128,269.71619460349814,279804,0.988438335406213,-3.433805396501839,-0.011454411419093091,True,False,False
2022-05-26,2022,146,LC09_L1TP_013010_20220526_20230415_02_T1,40.26468318,14.9,0.5587996320436966,0.9950847874170556,271.51258286443283,280761,0.2886512015557716,-1.6374171355671479,-0.27014843048792503,False,False,False
2022-05-30,2022,150,LC09_L1TP_082234_20220530_20230415_02_T2,9.12965983,18.17,0.7010610155845649,0.9909638446935294,269.6062739665058,280761,0.749099768130189,-3.543726033494181,0.048038752545624064,True,False,False
2022-06-07,2022,158,LC08_L1TP_082234_20220607_20220609_02_T1,10.1392463,0.02,0.2364777440077102,0.9386880656501436,272.5849205439098,280761,0.3702971566563732,-0.5650794560901886,0.13381941264866298,False,True,False
2022-06-15,2022,166,LC08_L1TP_081234_20220615_20220627_02_T1,10.83282025,0.01,0.0013259432196895,0.9992662798608068,273.2663070621554,280761,7.123496497020597e-05,0.11630706215544251,-0.001254708254719294,False,True,False
2022-06-19,2022,170,LC08_L1TP_013010_20220619_20220630_02_T1,42.48318718,13.26,0.0018074544125773,0.9990881924483812,274.5965957755189,280761,0.0,1.4465957755189152,-0.0018074544125773,False,True,False
2022-06-20,2022,171,LC09_L1TP_012010_20220620_20230411_02_T1,42.48802107,7.02,0.0012442777484633,0.9990133957351628,275.42401802449615,280761,0.0,2.274018024496172,-0.0012442777484633,False,True,False
2022-06-27,2022,178,LC09_L1TP_013010_20220627_20230409_02_T1,42.34761761,10.12,0.0080720339739766,0.9972147128696648,274.64128129597134,280758,0.0,1.491281295971362,-0.0080720339739766,False,True,False
2022-06-28,2022,179,LC08_L1TP_012010_20220628_20220706_02_T1,42.30344607,0.59,0.0117196602768406,0.9934891242017232,275.10695644086695,280761,0.0,1.9569564408669748,-0.0117196602768406,False,True,False
2023-02-14,2023,45,LC08_L1TP_013010_20230214_20230222_02_T1,6.01544387,4.48,0.8284971927975725,0.9801396917663066,245.00532778652993,275185,1.0,-28.144672213470045,0.1715028072024275,True,False,False
2023-02-23,2023,54,LC08_L1TP_012010_20230223_20230301_02_T1,9.21208886,15.41,0.7020148542273503,0.9452131884414146,251.6457624365458,272648,1.0,-21.504237563454183,0.2979851457726497,True,False,False
2023-03-03,2023,62,LC09_L1TP_012010_20230303_20230307_02_T1,12.23166232,3.21,0.5987653380658232,0.9352509785903312,267.7564771361183,280761,1.0,-5.393522863881685,0.4012346619341768,True,False,False
2023-03-10,2023,69,LC09_L1TP_013010_20230310_20230310_02_T1,14.96163228,0.13,0.2778436315079155,0.9975815729392616,269.85075295338845,280601,1.0,-3.2992470466115265,0.7221563684920844,True,True,True
2023-03-11,2023,70,LC08_L1TP_012010_20230311_20230320_02_T1,15.3530751,0.02,0.2701624841707243,0.9984826952461346,268.793779818662,280761,1.0,-4.35622018133796,0.7298375158292757,True,True,True
2023-03-12,2023,71,LC09_L1TP_011010_20230312_20230312_02_T1,15.74730643,0.02,0.2711216366593432,0.9986287269243236,267.9554897424176,280761,1.0,-5.194510257582351,0.7288783633406568,True,True,True
2023-03-19,2023,78,LC09_L1TP_012010_20230319_20230319_02_T1,18.5261446,26.52,0.3811146799437712,0.907084673441112,265.369626661947,280749,1.0,-7.780373338052982,0.6188853200562288,True,True,True
2023-03-26,2023,85,LC09_L1TP_013010_20230326_20230326_02_T1,21.30103447,0.02,0.9816082943577412,0.9450635950149772,261.76125602006164,280761,1.0,-11.38874397993834,0.018391705642258782,True,False,False
2023-03-27,2023,86,LC08_L1TP_012010_20230327_20230405_02_T1,21.69211666,0.02,0.973270755663216,0.9410316959976636,260.5975719931006,280761,1.0,-12.55242800689939,0.02672924433678403,True,False,False
2023-03-28,2023,87,LC09_L1TP_011010_20230328_20230328_02_T1,22.08408726,100.0,0.976777900785492,0.945879235363886,261.562892724511,280761,1.0,-11.587107275488961,0.02322209921450802,True,False,False
2023-04-03,2023,93,LC08_L1TP_013010_20230403_20230412_02_T1,24.41688255,0.18,0.9962599378793492,0.9999394502797754,258.43812423530017,280761,1.0,-14.711875764699812,0.003740062120650811,True,False,False
