filepath,frac_water,frac_thin_sea_ice,frac_sea_ice
../data/satellite/aqua/2024/20240807_AQUA.jpg,0.9971759760943093,0.002265786622007684,0.0005582372836830526
../data/satellite/aqua/2024/20240806_AQUA.jpg,0.9971759760943093,0.002265786622007684,0.0005582372836830526
../data/satellite/aqua/2024/20241203_AQUA.jpg,0.9971759760943093,0.002265786622007684,0.0005582372836830526
../data/satellite/aqua/2024/20241202_AQUA.jpg,0.9971759760943093,0.002265786622007684,0.0005582372836830526
../data/satellite/aqua/2024/20240404_AQUA.jpg,0.07874429448658589,0.5483203625258595,0.3729353429875546
../data/satellite/aqua/2024/20240722_AQUA.jpg,0.37809082848980397,0.43621318096739237,0.18569599054280367
../data/satellite/aqua/2024/20240723_AQUA.jpg,0.24043608183101828,0.4495123633139592,0.3100515548550225
../data/satellite/aqua/2024/20241124_AQUA.jpg,0.9971759760943093,0.002265786622007684,0.0005582372836830526
../data/satellite/aqua/2024/20241125_AQUA.jpg,0.9971759760943093,0.002265786622007684,0.0005582372836830526
../data/satellite/aqua/2024/20240930_AQUA.jpg,0.24542737989689029,0.5029389551111549,0.25163366499195483
../data/satellite/aqua/2024/20240309_AQUA.jpg,0.16123206252257577,0.7656716908022199,0.07309624667520441
../data/satellite/aqua/2024/20241012_AQUA.jpg,0.931993563852494,0.06613469937280399,0.0018717367747019997
../data/satellite/aqua/2024/20241013_AQUA.jpg,0.6377696778642499,0.2611236988145667,0.10110662332118346
../data/satellite/aqua/2024/20241026_AQUA.jpg,0.47029849275933405,0.2983942468722293,0.2313072603684366
../data/satellite/aqua/2024/20241027_AQUA.jpg,0.8892391554198272,0.10665615867073852,0.0041046859094342105
../data/satellite/aqua/2024/20240728_AQUA.jpg,0.9971759760943093,0.002265786622007684,0.0005582372836830526
../data/satellite/aqua/2024/20240729_AQUA.jpg,0.9971759760943093,0.002265786622007684,0.0005582372836830526
../data/satellite/aqua/2024/20241209_AQUA.jpg,0.9971759760943093,0.002265786622007684,0.0005582372836830526
../data/satellite/aqua/2024/20241208_AQUA.jpg,0.9971759760943093,0.002265786622007684,0.0005582372836830526
../data/satellite/aqua/2024/20240905_AQUA.jpg,0.05388631661905231,0.3348438577480051,0.6112698256329425
../data/satellite/aqua/2024/20240904_AQUA.jpg,0.4094834663251568,0.4027517814336847,0.18776475224115852
../data/satellite/aqua/2024/20241018_AQUA.jpg,0.566446655501921,0.3103470922405018,0.12320625225757725
../data/satellite/aqua/2024/20241019_AQUA.jpg,0.6105802384001576,0.3289987850129708,0.06042097658687157
../data/satellite/aqua/2024/20241110_AQUA.jpg,0.9971759760943093,0.002265786622007684,0.0005582372836830526
../data/satellite/aqua/2024/20241111_AQUA.jpg,0.9971759760943093,0.002265786622007684,0.0005582372836830526
../data/satellite/aqua/2024/20240716_AQUA.jpg,0.5970511936426625,0.31346665353167175,0.08948215282566578
../data/satellite/aqua/2024/20240717_AQUA.jpg,0.9379043115620793,0.058023840015761996,0.004071848422158736
../data/satellite/aqua/2024/20240918_AQUA.jpg,0.5426723147144781,0.3867927626178045,0.07053492266771746
../data/satellite/aqua/2024/20240919_AQUA.jpg,0.3425606672577414,0.38252388927199293,0.27491544347026564
../data/satellite/aqua/2024/20241214_AQUA.jpg,0.9971759760943093,0.002265786622007684,0.0005582372836830526
../data/satellite/aqua/2024/20241215_AQUA.jpg,0.9971759760943093,0.002265786622007684,0.0005582372836830526
../data/satellite/aqua/2024/20240810_AQUA.jpg,0.2002429974058385,0.5504219617114898,0.24933504088267167
../data/satellite/aqua/2024/20240811_AQUA.jpg,0.42711719699208617,0.36154073490296523,0.2113420681049486
../data/satellite/aqua/2024/20240229_AQUA.jpg,0.43762519292023777,0.42675598463205594,0.1356188224477063
../data/satellite/aqua/2024/20241005_AQUA.jpg,0.8321347650477785,0.12970807473812104,0.03815716021410042
../data/satellite/aqua/2024/20241004_AQUA.jpg,0.3804551275736381,0.5292417824188093,0.09030309000755263
../data/satellite/aqua/2024/20240926_AQUA.jpg,0.33326765835878236,0.509539290053525,0.1571930515876925
../data/satellite/aqua/2024/20240927_AQUA.jpg,0.08330870521787673,0.39818737070239385,0.5185039240797295
../data/satellite/aqua/2024/20240912_AQUA.jpg,0.5897941089547828,0.3891242242143631,0.021081666830854103
../data/satellite/aqua/2024/20240913_AQUA.jpg,0.5364003546448626,0.3495550520474173,0.1140445933077201
../data/satellite/aqua/2024/20241031_AQUA.jpg,0.648244836305126,0.22464125045151545,0.1271139132433586
../data/satellite/aqua/2024/20241030_AQUA.jpg,0.4112238531507569,0.1454700686303484,0.4433060782188947
../data/satellite/aqua/2024/20240824_AQUA.jpg,0.008866121564377894,0.18822447706301515,0.802909401372607
../data/satellite/aqua/2024/20240825_AQUA.jpg,0.5247430466620694,0.3542179752405346,0.12103897809739599
../data/satellite/aqua/2024/20241220_AQUA.jpg,0.9971759760943093,0.002265786622007684,0.0005582372836830526
../data/satellite/aqua/2024/20241221_AQUA.jpg,0.9971759760943093,0.002265786622007684,0.0005582372836830526
../data/satellite/aqua/2024/20241107_AQUA.jpg,0.9720224608412964,0.004827110629494631,0.023150428529208945
